Local SKU Code,Myntra SKU ID,SKU ID
BW8043PINK_SKD-S,BNWMKASS81273312,81273312
BW8043PINK_SKD-XL,BNWMKASS81273324,81273324
BW8043PINK_SKD-XXL,BNWMKASS81273328,81273328
BW8044Beige_COD-L,BNWMCOORD81357086,81357086
BW8044Beige_COD-M,BNWMCOORD81357084,81357084
BW8044Beige_COD-S,BNWMCOORD81357082,81357082
BW8044Beige_COD-XL,BNWMCOORD81357088,81357088
BW8044Beige_COD-XS,BNWMCOORD81357080,81357080
BW8044Beige_COD-XXL,BNWMCOORD81357090,81357090
BW8045GRN_COD-M,BNWMCOORD82063712,82063712
BW8045GRN_COD-XS,BNWMCOORD82063704,82063704
BW8045GRN_COD-XXL,BNWMCOORD82063724,82063724
BW8045RUST_COD-M,BNWMCOORD82063714,82063714
BW8045RUST_COD-XS,BNWMCOORD82063706,82063706
BW8046Blue_COD-L,BNWMCOORD81357042,81357042
BW8046Blue_COD-M,BNWMCOORD81357040,81357040
BW8046Blue_COD-S,BNWMCOORD81357038,81357038
BW8046Blue_COD-XL,BNWMCOORD81357044,81357044
BW8046Blue_COD-XS,BNWMCOORD81357032,81357032
BW8046Blue_COD-XXL,BNWMCOORD81357046,81357046
BW8046BRN_COD-S,BNWMCOORD81357210,81357210
BW8046BRN_COD-XS,BNWMCOORD81357208,81357208
BW8048GREY_COD-L,BNWMCOORD80985232,80985232
BW8048GREY_COD-M,BNWMCOORD80985230,80985230
BW8048GREY_COD-S,BNWMCOORD80985226,80985226
BW8048GREY_COD-XL,BNWMCOORD80985234,80985234
BW8048GREY_COD-XS,BNWMCOORD80985214,80985214
BW8048GREY_COD-XXL,BNWMCOORD80985236,80985236
BW8048PINK_COD-L,BNWMCOORD80985244,80985244
BW8048PINK_COD-M,BNWMCOORD80985242,80985242
BW8048PINK_COD-S,BNWMCOORD80985240,80985240
BW8048PINK_COD-XL,BNWMCOORD80985246,80985246
BW8048PINK_COD-XS,BNWMCOORD80985238,80985238
BW8048PINK_COD-XXL,BNWMCOORD80985248,80985248
BW8049BRN_SKD-S,BNWMKASS81386834,81386834
BW8049BRN_SKD-XL,BNWMKASS81386870,81386870
BW8051_Cord_Rust-L,BNWMCOORD94016978,94016978
BW8051_Cord_Rust-M,BNWMCOORD94016976,94016976
BW8051_Cord_Rust-S,BNWMCOORD94016974,94016974
BW8051_Cord_Rust-XL,BNWMCOORD94016980,94016980
BW8051_Cord_Rust-XS,BNWMCOORD94016972,94016972
BW8051_Cord_Rust-XXL,BNWMCOORD94016982,94016982
BW8051MRN_COD-L,BNWMCOORD81357164,81357164
BW8051MRN_COD-M,BNWMCOORD81357162,81357162
BW8051MRN_COD-S,BNWMCOORD81357158,81357158
BW8051MRN_COD-XL,BNWMCOORD81357166,81357166
BW8051MRN_COD-XS,BNWMCOORD81357152,81357152
BW8051MRN_COD-XXL,BNWMCOORD81357168,81357168
BW8052COORD_BROWN-L,BNWMCOORD96251593,96251593
BW8052COORD_BROWN-M,BNWMCOORD96251591,96251591
BW8052COORD_BROWN-S,BNWMCOORD96251589,96251589
BW8052COORD_BROWN-XL,BNWMCOORD96251595,96251595
BW8052COORD_BROWN-XXL,BNWMCOORD96251596,96251596
BW8052COORD_GREEN-L,BNWMCOORD96251600,96251600
BW8052COORD_GREEN-M,BNWMCOORD96251599,96251599
BW8052COORD_GREEN-S,BNWMCOORD96251598,96251598
BW8052COORD_GREEN-XL,BNWMCOORD96251601,96251601
BW8052COORD_GREEN-XS,BNWMCOORD96251597,96251597
BW8052COORD_GREEN-XXL,BNWMCOORD96251602,96251602
BW8052Red_COD-L,BNWMCOORD81357202,81357202
BW8052Red_COD-M,BNWMCOORD81357200,81357200
BW8052Red_COD-S,BNWMCOORD81357198,81357198
BW8052Red_COD-XS,BNWMCOORD81357196,81357196
BW8052Teal_COD-L,BNWMCOORD81357182,81357182
BW8052Teal_COD-M,BNWMCOORD81357180,81357180
BW8052Teal_COD-S,BNWMCOORD81357178,81357178
BW8052Teal_COD-XL,BNWMCOORD81357184,81357184
BW8052Teal_COD-XS,BNWMCOORD81357176,81357176
BW8052Teal_COD-XXL,BNWMCOORD81357186,81357186
BW8053Blue_SKD-L,BNWMKASS81386982,81386982
BW8053Blue_SKD-M,BNWMKASS81386980,81386980
BW8053Blue_SKD-S,BNWMKASS81386978,81386978
BW8053Blue_SKD-XL,BNWMKASS81386984,81386984
BW8053Blue_SKD-XXL,BNWMKASS81386986,81386986
BW8053PPL_SKD-L,BNWMKASS81273282,81273282
BW8053PPL_SKD-M,BNWMKASS81273270,81273270
BW8053PPL_SKD-S,BNWMKASS81273256,81273256
BW8053PPL_SKD-XL,BNWMKASS81273294,81273294
BW8053PPL_SKD-XXL,BNWMKASS81273304,81273304
BW8056BRN_COD-L,BNWMCOORD82613758,82613758
BW8056BRN_COD-M,BNWMCOORD82613756,82613756
BW8056BRN_COD-S,BNWMCOORD82613754,82613754
BW8056BRN_COD-XL,BNWMCOORD82613760,82613760
BW8056BRN_COD-XS,BNWMCOORD82613752,82613752
BW8056BRN_COD-XXL,BNWMCOORD82613762,82613762
BW8056SBLUE_COD-L,BNWMCOORD81356966,81356966
BW8056SBLUE_COD-M,BNWMCOORD81356964,81356964
BW8056SBLUE_COD-S,BNWMCOORD81356962,81356962
BW8056SBLUE_COD-XL,BNWMCOORD81356968,81356968
BW8056SBLUE_COD-XS,BNWMCOORD81356960,81356960
BW8056SBLUE_COD-XXL,BNWMCOORD81356970,81356970
BW8058Grey_SKD-L,BNWMKASS81386916,81386916
BW8058Grey_SKD-M,BNWMKASS81386912,81386912
BW8058Grey_SKD-S,BNWMKASS81386902,81386902
BW8058Grey_SKD-XL,BNWMKASS81386922,81386922
BW8058Grey_SKD-XXL,BNWMKASS81386924,81386924
BW8058GRN_SKD-L,BNWMKASS100501990,100501990
BW8058GRN_SKD-M,BNWMKASS100501989,100501989
BW8058GRN_SKD-S,BNWMKASS100501988,100501988
BW8058GRN_SKD-XL,BNWMKASS100501991,100501991
BW8058GRN_SKD-XXL,BNWMKASS100501992,100501992
BW8058MUST_SKD-L,BNWMKASS81386964,81386964
BW8058MUST_SKD-M,BNWMKASS81386962,81386962
BW8058MUST_SKD-S,BNWMKASS81386960,81386960
BW8058MUST_SKD-XL,BNWMKASS81386966,81386966
BW8058MUST_SKD-XXL,BNWMKASS81386968,81386968
BW8058OGN_SKD-L,BNWMKASS100501995,100501995
BW8058OGN_SKD-M,BNWMKASS100501994,100501994
BW8058OGN_SKD-S,BNWMKASS100501993,100501993
BW8058OGN_SKD-XL,BNWMKASS100501996,100501996
BW8058OGN_SKD-XXL,BNWMKASS100501997,100501997
BW8059FUSH_SKD-L,BNWMKASS81387024,81387024
BW8059FUSH_SKD-M,BNWMKASS81387020,81387020
BW8059FUSH_SKD-S,BNWMKASS81387014,81387014
BW8059FUSH_SKD-XL,BNWMKASS81387028,81387028
BW8059FUSH_SKD-XXL,BNWMKASS81387030,81387030
BW8061FUSH_SKD-L,BNWMKASS81386944,81386944
BW8061FUSH_SKD-M,BNWMKASS81386940,81386940
BW8061FUSH_SKD-S,BNWMKASS81386936,81386936
BW8061FUSH_SKD-XL,BNWMKASS81386948,81386948
BW8061FUSH_SKD-XXL,BNWMKASS81386950,81386950
BW8062FUSH_COD-L,BNWMCOORD81507584,81507584
BW8062FUSH_COD-M,BNWMCOORD81507580,81507580
BW8062FUSH_COD-S,BNWMCOORD81507574,81507574
BW8062FUSH_COD-XL,BNWMCOORD81507590,81507590
BW8062FUSH_COD-XS,BNWMCOORD81507566,81507566
BW8062FUSH_COD-XXL,BNWMCOORD81507598,81507598
BW8065BLUE_SKD-L,BNWMKASS85707138,85707138
BW8065BLUE_SKD-M,BNWMKASS85707136,85707136
BW8065BLUE_SKD-XL,BNWMKASS85707140,85707140
BW8065BLUE_SKD-XXL,BNWMKASS85707142,85707142
BW8065RED_SKD-M,BNWMKASS85707046,85707046
BW8065RED_SKD-S,BNWMKASS85707044,85707044
BW8065RED_SKD-XL,BNWMKASS85707050,85707050
BW8065RED_SKD-XXL,BNWMKASS85707052,85707052
BW8066PEACH_SKD-L,BNWMKASS85707118,85707118
BW8066PEACH_SKD-M,BNWMKASS85707116,85707116
BW8066PEACH_SKD-S,BNWMKASS85707114,85707114
BW8066PEACH_SKD-XL,BNWMKASS85707120,85707120
BW8066PEACH_SKD-XXL,BNWMKASS85707122,85707122
BW8066PISTA_SKD-L,BNWMKASS85707008,85707008
BW8066PISTA_SKD-S,BNWMKASS85706998,85706998
BW8066PISTA_SKD-XL,BNWMKASS85707010,85707010
BW8066PISTA_SKD-XXL,BNWMKASS85707012,85707012
BW8067MRN_SKD-L,BNWMKASS85707128,85707128
BW8067MRN_SKD-M,BNWMKASS85707126,85707126
BW8067MRN_SKD-XXL,BNWMKASS85707132,85707132
BW8067WINE_SKD-M,BNWMKASS90091690,90091690
BW8067WINE_SKD-XXL,BNWMKASS90091708,90091708
BW8068BLUE_SKD-M,BNWMKASS85706980,85706980
BW8068BLUE_SKD-XL,BNWMKASS85706988,85706988
BW8068BLUE_SKD-XXL,BNWMKASS85706990,85706990
BW8068OPINK_SKD-XXL,BNWMKASS85707092,85707092
BW8069GRN_SKD-L,BNWMKASS85707248,85707248
BW8069GRN_SKD-S,BNWMKASS85707242,85707242
BW8069GRN_SKD-XL,BNWMKASS85707250,85707250
BW8069GRN_SKD-XXL,BNWMKASS85707252,85707252
BW8069PEACH_SKD-L,BNWMKASS85706914,85706914
BW8069PEACH_SKD-M,BNWMKASS85706908,85706908
BW8069PEACH_SKD-S,BNWMKASS85706904,85706904
BW8069PEACH_SKD-XL,BNWMKASS85706920,85706920
BW8069PEACH_SKD-XXL,BNWMKASS85706928,85706928
BW8070PINK_SKD-L,BNWMKASS85707038,85707038
BW8070PINK_SKD-M,BNWMKASS85707036,85707036
BW8070PINK_SKD-XL,BNWMKASS85707040,85707040
BW8070PINK_SKD-XXL,BNWMKASS85707042,85707042
BW8070RGRN_SKD-L,BNWMKASS85707150,85707150
BW8070RGRN_SKD-XL,BNWMKASS85707152,85707152
BW8070RGRN_SKD-XXL,BNWMKASS85707156,85707156
BW8071BRN_SKD-L,BNWMKASS85706946,85706946
BW8071BRN_SKD-S,BNWMKASS85706934,85706934
BW8071BRN_SKD-XL,BNWMKASS85706952,85706952
BW8071BRN_SKD-XXL,BNWMKASS85706958,85706958
BW8071MAUVE_SKD-L,BNWMKASS85707028,85707028
BW8071MAUVE_SKD-M,BNWMKASS85707026,85707026
BW8071MAUVE_SKD-S,BNWMKASS85707024,85707024
BW8071MAUVE_SKD-XL,BNWMKASS85707030,85707030
BW8071MAUVE_SKD-XXL,BNWMKASS85707032,85707032
BW8072BLUE_SKD-L,BNWMKASS85707258,85707258
BW8072BLUE_SKD-M,BNWMKASS85707256,85707256
BW8072BLUE_SKD-S,BNWMKASS85707254,85707254
BW8072BLUE_SKD-XL,BNWMKASS85707260,85707260
BW8072BLUE_SKD-XXL,BNWMKASS85707262,85707262
BW8072MRN_SKD-L,BNWMKASS85707178,85707178
BW8072MRN_SKD-S,BNWMKASS85707174,85707174
BW8072MRN_SKD-XL,BNWMKASS85707180,85707180
BW8072MRN_SKD-XXL,BNWMKASS85707182,85707182
BW8073BLUE_SKD-L,BNWMKASS85707188,85707188
BW8073BLUE_SKD-M,BNWMKASS85707186,85707186
BW8073BLUE_SKD-S,BNWMKASS85707184,85707184
BW8073BLUE_SKD-XL,BNWMKASS85707190,85707190
BW8073BLUE_SKD-XXL,BNWMKASS85707192,85707192
BW8073MRN_SKD-S,BNWMKASS85706962,85706962
BW8073MRN_SKD-XXL,BNWMKASS85706978,85706978
BW8074MAUVE_SKD-L,BNWMKASS85706918,85706918
BW8074MAUVE_SKD-M,BNWMKASS85706912,85706912
BW8074MAUVE_SKD-XL,BNWMKASS85706924,85706924
BW8074MAUVE_SKD-XXL,BNWMKASS85706930,85706930
BW8074RED_SKD-L,BNWMKASS85707268,85707268
BW8074RED_SKD-M,BNWMKASS85707266,85707266
BW8074RED_SKD-S,BNWMKASS85707264,85707264
BW8074RED_SKD-XL,BNWMKASS85707270,85707270
BW8074RED_SKD-XXL,BNWMKASS85707272,85707272
BW8075BLUE_SKD-L,BNWMKASS85707058,85707058
BW8075BLUE_SKD-M,BNWMKASS85707056,85707056
BW8075BLUE_SKD-S,BNWMKASS85707054,85707054
BW8075BLUE_SKD-XL,BNWMKASS85707060,85707060
BW8075BLUE_SKD-XXL,BNWMKASS85707062,85707062
BW8075MRN_SKD-L,BNWMKASS85707208,85707208
BW8075MRN_SKD-M,BNWMKASS85707206,85707206
BW8075MRN_SKD-S,BNWMKASS85707204,85707204
BW8075MRN_SKD-XL,BNWMKASS85707212,85707212
BW8075MRN_SKD-XXL,BNWMKASS85707214,85707214
BW8076BRN_SKD-L,BNWMKASS85707068,85707068
BW8076BRN_SKD-M,BNWMKASS85707066,85707066
BW8076BRN_SKD-S,BNWMKASS85707064,85707064
BW8076BRN_SKD-XL,BNWMKASS85707070,85707070
BW8076BRN_SKD-XXL,BNWMKASS85707072,85707072
BW8076MUST_SKD-L,BNWMKASS85706916,85706916
BW8076MUST_SKD-M,BNWMKASS85706910,85706910
BW8076MUST_SKD-S,BNWMKASS85706902,85706902
BW8076MUST_SKD-XL,BNWMKASS85706922,85706922
BW8076MUST_SKD-XXL,BNWMKASS85706926,85706926
BW8077BLUE_SKD-M,BNWMKASS85707166,85707166
BW8077BLUE_SKD-S,BNWMKASS85707164,85707164
BW8077BLUE_SKD-XXL,BNWMKASS85707172,85707172
BW8077WINE_SKD-L,BNWMKASS85706976,85706976
BW8077WINE_SKD-M,BNWMKASS85706972,85706972
BW8077WINE_SKD-S,BNWMKASS85706966,85706966
BW8077WINE_SKD-XL,BNWMKASS85706982,85706982
BW8077WINE_SKD-XXL,BNWMKASS85706986,85706986
BW8078MUST_SKD-S,BNWMKASS85707074,85707074
BW8079PINK_SKD-M,BNWMKASS85706938,85706938
BW8079PINK_SKD-S,BNWMKASS85706932,85706932
BW8082GRN_SKD-L,BNWMKASS85707108,85707108
BW8082GRN_SKD-M,BNWMKASS85707106,85707106
BW8082GRN_SKD-S,BNWMKASS85707104,85707104
BW8082GRN_SKD-XL,BNWMKASS85707110,85707110
BW8082GRN_SKD-XXL,BNWMKASS85707112,85707112
BW8082PINK_SKD-L,BNWMKASS85707198,85707198
BW8082PINK_SKD-M,BNWMKASS85707196,85707196
BW8082PINK_SKD-XL,BNWMKASS85707200,85707200
BW8082PINK_SKD-XXL,BNWMKASS85707202,85707202
BW8083GRN_SKD-L,BNWMKASS85707218,85707218
BW8083GRN_SKD-S,BNWMKASS85707210,85707210
BW8083GRN_SKD-XL,BNWMKASS85707220,85707220
BW8083GRN_SKD-XXL,BNWMKASS85707222,85707222
BW8083PINK_SKD-L,BNWMKASS85706948,85706948
BW8083PINK_SKD-XL,BNWMKASS85706956,85706956
BW8083PINK_SKD-XXL,BNWMKASS85706960,85706960
BW8084BLUE_SKD-L,BNWMKASS85707018,85707018
BW8084BLUE_SKD-M,BNWMKASS85707016,85707016
BW8084BLUE_SKD-S,BNWMKASS85707014,85707014
BW8084BLUE_SKD-XL,BNWMKASS85707020,85707020
BW8084BLUE_SKD-XXL,BNWMKASS85707022,85707022
BW8084MRN_SKD-L,BNWMKASS85707278,85707278
BW8084MRN_SKD-M,BNWMKASS85707276,85707276
BW8084MRN_SKD-S,BNWMKASS85707274,85707274
BW8084MRN_SKD-XL,BNWMKASS85707280,85707280
BW8084MRN_SKD-XXL,BNWMKASS85707282,85707282
BW8085RGRN_SKD-L,BNWMKASS85707098,85707098
BW8085RGRN_SKD-M,BNWMKASS85707096,85707096
BW8085RGRN_SKD-S,BNWMKASS85707094,85707094
BW8087MRN_SKD-L,BNWMKASS85707288,85707288
BW8087MRN_SKD-M,BNWMKASS85707286,85707286
BW8087MRN_SKD-S,BNWMKASS85707284,85707284
BW8087MRN_SKD-XL,BNWMKASS85707290,85707290
BW8087MRN_SKD-XXL,BNWMKASS85707292,85707292
BW9001_Coord_Blue-L,BNWMCOORD94016834,94016834
BW9001_Coord_Blue-S,BNWMCOORD94016830,94016830
BW9001_Coord_Blue-XL,BNWMCOORD94016836,94016836
BW9001_Coord_Blue-XS,BNWMCOORD94016828,94016828
BW9001_Coord_Blue-XXL,BNWMCOORD94016838,94016838
BW9002_Coord_Green-L,BNWMCOORD94016810,94016810
BW9002_Coord_Green-M,BNWMCOORD94016808,94016808
BW9002_Coord_Green-S,BNWMCOORD94016806,94016806
BW9002_Coord_Green-XL,BNWMCOORD94016812,94016812
BW9002_Coord_Green-XS,BNWMCOORD94016804,94016804
BW9002_Coord_Green-XXL,BNWMCOORD94016814,94016814
BW9002_Coord_Magenta-L,BNWMCOORD94016882,94016882
BW9002_Coord_Magenta-M,BNWMCOORD94016880,94016880
BW9002_Coord_Magenta-S,BNWMCOORD94016878,94016878
BW9002_Coord_Magenta-XL,BNWMCOORD94016886,94016886
BW9003_Coord_Navy-L,BNWMCOORD94016846,94016846
BW9003_Coord_Navy-M,BNWMCOORD94016844,94016844
BW9003_Coord_Navy-S,BNWMCOORD94016842,94016842
BW9003_Coord_Navy-XL,BNWMCOORD94016848,94016848
BW9003_Coord_Navy-XS,BNWMCOORD94016840,94016840
BW9003_Coord_Navy-XXL,BNWMCOORD94016850,94016850
BW9003_Coord_Red-L,BNWMCOORD94016966,94016966
BW9003_Coord_Red-M,BNWMCOORD94016964,94016964
BW9003_Coord_Red-S,BNWMCOORD94016962,94016962
BW9003_Coord_Red-XL,BNWMCOORD94016968,94016968
BW9003_Coord_Red-XS,BNWMCOORD94016960,94016960
BW9003_Coord_Red-XXL,BNWMCOORD94016970,94016970
BW9004_Coord_Brown-M,BNWMCOORD94016916,94016916
BW9004_Coord_Brown-S,BNWMCOORD94016914,94016914
BW9004_Coord_Brown-XL,BNWMCOORD94016920,94016920
BW9004_Coord_Brown-XS,BNWMCOORD94016912,94016912
BW9004_Coord_Brown-XXL,BNWMCOORD94016922,94016922
BW9004_Coord_Green-S,BNWMCOORD95185930,95185930
BW9004_Coord_Green-XS,BNWMCOORD95185926,95185926
BW9007_Dress_Aqua_L,BNWMETHDR94053388,94053388
BW9007_Dress_Aqua_S,BNWMETHDR94053378,94053378
BW9007_Dress_Mustard_L,BNWMETHDR94053396,94053396
BW9007_Dress_Mustard_M,BNWMETHDR94053390,94053390
BW9007_Dress_Mustard_S,BNWMETHDR94053384,94053384
BW9007_Dress_Mustard_XL,BNWMETHDR94053400,94053400
BW9007_Dress_Mustard_XS,BNWMETHDR94053374,94053374
BW9008_Coord_Aqua-S,BNWMCOORD94016818,94016818
BW9008_Coord_Aqua-XL,BNWMCOORD94016824,94016824
BW9008_Coord_Aqua-XS,BNWMCOORD94016816,94016816
BW9008_Coord_Aqua-XXL,BNWMCOORD94016826,94016826
BW9008_Coord_Pink-L,BNWMCOORD94016798,94016798
BW9008_Coord_Pink-M,BNWMCOORD94016796,94016796
BW9008_Coord_Pink-S,BNWMCOORD94016794,94016794
BW9008_Coord_Pink-XL,BNWMCOORD94016800,94016800
BW9008_Coord_Pink-XS,BNWMCOORD94016792,94016792
BW9008_Coord_Pink-XXL,BNWMCOORD94016802,94016802
BW9009AQUA_SKD-L,BNWMKASS94298806,94298806
BW9009AQUA_SKD-M,BNWMKASS94298798,94298798
BW9009AQUA_SKD-XL,BNWMKASS94298812,94298812
BW9009AQUA_SKD-XS,BNWMKASS94298792,94298792
BW9009AQUA_SKD-XXL,BNWMKASS94298814,94298814
BW9009PINK_SKD-L,BNWMKASS94298822,94298822
BW9009PINK_SKD-S,BNWMKASS94298818,94298818
BW9009PINK_SKD-XL,BNWMKASS94298824,94298824
BW9009PINK_SKD-XS,BNWMKASS94298816,94298816
BW9009PINK_SKD-XXL,BNWMKASS94298826,94298826
BW9010AQUA_SKD-L,BNWMKASS94298772,94298772
BW9010AQUA_SKD-M,BNWMKASS94298770,94298770
BW9010AQUA_SKD-S,BNWMKASS94298768,94298768
BW9010AQUA_SKD-XL,BNWMKASS94298774,94298774
BW9010AQUA_SKD-XS,BNWMKASS94298766,94298766
BW9010AQUA_SKD-XXL,BNWMKASS94298776,94298776
BW9010PINK_SKD-L,BNWMKASS94298834,94298834
BW9010PINK_SKD-M,BNWMKASS94298832,94298832
BW9010PINK_SKD-XL,BNWMKASS94298836,94298836
BW9010PINK_SKD-XS,BNWMKASS94298828,94298828
BW9010PINK_SKD-XXL,BNWMKASS94298838,94298838
BW9011_Dress_Black_L,BNWMETHDR94053380,94053380
BW9011_Dress_Black_M,BNWMETHDR94053376,94053376
BW9011_Dress_Black_S,BNWMETHDR94053372,94053372
BW9011_Dress_Black_XL,BNWMETHDR94053386,94053386
BW9011_Dress_Black_XS,BNWMETHDR94053368,94053368
BW9011_Dress_Black_XXL,BNWMETHDR94053392,94053392
BW9011_Dress_Teal_L,BNWMETHDR94053410,94053410
BW9011_Dress_Teal_M,BNWMETHDR94053408,94053408
BW9011_Dress_Teal_S,BNWMETHDR94053406,94053406
BW9011_Dress_Teal_XL,BNWMETHDR94053412,94053412
BW9011_Dress_Teal_XS,BNWMETHDR94053404,94053404
BW9011_Dress_Teal_XXL,BNWMETHDR94053416,94053416
BW9012_Coord_Aqua-M,BNWMCOORD94016988,94016988
BW9012_Coord_Aqua-S,BNWMCOORD94016986,94016986
BW9012_Coord_Aqua-XS,BNWMCOORD94016984,94016984
BW9012_Coord_Aqua-XXL,BNWMCOORD94016994,94016994
BW9012_Coord_Peach-L,BNWMCOORD94016954,94016954
BW9012_Coord_Peach-M,BNWMCOORD94016952,94016952
BW9012_Coord_Peach-S,BNWMCOORD94016950,94016950
BW9012_Coord_Peach-XL,BNWMCOORD94016956,94016956
BW9012_Coord_Peach-XS,BNWMCOORD94016948,94016948
BW9012_Coord_Peach-XXL,BNWMCOORD94016958,94016958
BW9013_Coord_Lime-L,BNWMCOORD94016858,94016858
BW9013_Coord_Lime-M,BNWMCOORD94016856,94016856
BW9013_Coord_Lime-S,BNWMCOORD94016854,94016854
BW9013_Coord_Lime-XL,BNWMCOORD94016860,94016860
BW9013_Coord_Lime-XS,BNWMCOORD94016852,94016852
BW9013_Coord_Mauve-S,BNWMCOORD94016890,94016890
BW9013_Coord_Mauve-XS,BNWMCOORD94016884,94016884
BW9013_Coord_Mauve-XXL,BNWMCOORD94016898,94016898
BW9014_Coord_Green-XXL,BNWMCOORD94016910,94016910
BW9014_Coord_Peach-L,BNWMCOORD94016930,94016930
BW9014_Coord_Peach-M,BNWMCOORD94016928,94016928
BW9014_Coord_Peach-S,BNWMCOORD94016926,94016926
BW9014_Coord_Peach-XL,BNWMCOORD94016932,94016932
BW9014_Coord_Peach-XS,BNWMCOORD94016924,94016924
BW9014_Coord_Peach-XXL,BNWMCOORD94016934,94016934
BW9015_Dress_Blue_L,BNWMETHDR94053424,94053424
BW9015_Dress_Blue_M,BNWMETHDR94053422,94053422
BW9015_Dress_Blue_S,BNWMETHDR94053418,94053418
BW9015_Dress_Blue_XL,BNWMETHDR94053428,94053428
BW9015_Dress_Blue_XS,BNWMETHDR94053414,94053414
BW9015_Dress_Blue_XXL,BNWMETHDR94053432,94053432
BW9015_Dress_Mauve_L,BNWMETHDR94053434,94053434
BW9015_Dress_Mauve_M,BNWMETHDR94053430,94053430
BW9015_Dress_Mauve_S,BNWMETHDR94053426,94053426
BW9015_Dress_Mauve_XL,BNWMETHDR94053436,94053436
BW9015_Dress_Mauve_XS,BNWMETHDR94053420,94053420
BW9015_Dress_Mauve_XXL,BNWMETHDR94053438,94053438
BW9029YELLOW_SKD-L,BNWMKASS96043465,96043465
BW9030PINK_SKD-S,BNWMKASS96043448,96043448
BW9032BLUE_DRS-L,BNWMDRSS96226567,96226567
BW9032BLUE_DRS-M,BNWMDRSS96226564,96226564
BW9032BLUE_DRS-S,BNWMDRSS96226561,96226561
BW9032BLUE_DRS-XL,BNWMDRSS96226571,96226571
BW9032BLUE_DRS-XS,BNWMDRSS96226559,96226559
BW9032BLUE_DRS-XXL,BNWMDRSS96226574,96226574
BW9032GREEN_DRS-L,BNWMDRSS96226587,96226587
BW9032GREEN_DRS-M,BNWMDRSS96226585,96226585
BW9032GREEN_DRS-S,BNWMDRSS96226582,96226582
BW9032GREEN_DRS-XL,BNWMDRSS96226589,96226589
BW9032GREEN_DRS-XS,BNWMDRSS96226578,96226578
BW9032GREEN_DRS-XXL,BNWMDRSS96226591,96226591
BW9033GREEN_DRS-L,BNWMDRSS96226604,96226604
BW9033GREEN_DRS-M,BNWMDRSS96226602,96226602
BW9033GREEN_DRS-S,BNWMDRSS96226601,96226601
BW9033GREEN_DRS-XL,BNWMDRSS96226606,96226606
BW9033GREEN_DRS-XS,BNWMDRSS96226599,96226599
BW9033GREEN_DRS-XXL,BNWMDRSS96226608,96226608
BW9033PINK_DRS-L,BNWMDRSS96226580,96226580
BW9033PINK_DRS-M,BNWMDRSS96226577,96226577
BW9033PINK_DRS-S,BNWMDRSS96226576,96226576
BW9033PINK_DRS-XL,BNWMDRSS96226581,96226581
BW9033PINK_DRS-XS,BNWMDRSS96226575,96226575
BW9033PINK_DRS-XXL,BNWMDRSS96226583,96226583
BW9034_LGR_COD-L,BNWMCOORD98891995,98891995
BW9034_LGR_COD-M,BNWMCOORD98891994,98891994
BW9034_LGR_COD-S,BNWMCOORD98891993,98891993
BW9034_LGR_COD-XL,BNWMCOORD98891996,98891996
BW9034_LGR_COD-XS,BNWMCOORD98891992,98891992
BW9034_LGR_COD-XXL,BNWMCOORD98891997,98891997
BW9034_RED_COD-L,BNWMCOORD98690784,98690784
BW9034_RED_COD-S,BNWMCOORD98690782,98690782
BW9034_RED_COD-XL,BNWMCOORD98690785,98690785
BW9034_RED_COD-XXL,BNWMCOORD98690786,98690786
BW9035_BLK_COD-M,BNWMCOORD98690839,98690839
BW9035_BLK_COD-S,BNWMCOORD98690838,98690838
BW9035_BLK_COD-XL,BNWMCOORD98690841,98690841
BW9035_BLK_COD-XS,BNWMCOORD98690837,98690837
BW9035_BLK_COD-XXL,BNWMCOORD98690842,98690842
BW9035_GRN_COD-L,BNWMCOORD98690802,98690802
BW9035_GRN_COD-M,BNWMCOORD98690801,98690801
BW9035_GRN_COD-S,BNWMCOORD98690800,98690800
BW9035_GRN_COD-XL,BNWMCOORD98690803,98690803
BW9035_GRN_COD-XS,BNWMCOORD98690799,98690799
BW9035_GRN_COD-XXL,BNWMCOORD98690804,98690804
BW9036_BLU_COD-L,BNWMCOORD98322106,98322106
BW9036_BLU_COD-M,BNWMCOORD98322104,98322104
BW9036_BLU_COD-S,BNWMCOORD98322102,98322102
BW9036_BLU_COD-XL,BNWMCOORD98322108,98322108
BW9036_BLU_COD-XS,BNWMCOORD98322099,98322099
BW9036_BLU_COD-XXL,BNWMCOORD98322109,98322109
BW9036_PNK_COD-L,BNWMCOORD98690774,98690774
BW9036_PNK_COD-M,BNWMCOORD98690773,98690773
BW9036_PNK_COD-S,BNWMCOORD98690772,98690772
BW9036_PNK_COD-XL,BNWMCOORD98690775,98690775
BW9036_PNK_COD-XS,BNWMCOORD98690771,98690771
BW9036_PNK_COD-XXL,BNWMCOORD98690776,98690776
BW9037_AQU_SKD-L,BNWMKASS100886386,100886386
BW9037_AQU_SKD-M,BNWMKASS100886385,100886385
BW9037_AQU_SKD-S,BNWMKASS100886384,100886384
BW9037_AQU_SKD-XL,BNWMKASS100886387,100886387
BW9037_AQU_SKD-XXL,BNWMKASS100886388,100886388
BW9037_FCS_SKD-L,BNWMKASS101025455,101025455
BW9037_FCS_SKD-M,BNWMKASS101025454,101025454
BW9037_FCS_SKD-S,BNWMKASS101025453,101025453
BW9037_FCS_SKD-XL,BNWMKASS101025456,101025456
